dataset	method	trial	ml	score	time
concrete	lex_size	3	LassoLarsCV	0.604283890324	394.63594245910645
seg	control	0	LogisticRegression	0.923376623377	325.930682182312
concrete	lex_size	2	LassoLarsCV	0.543351983276	395.2335832118988
yeast	control	7	LogisticRegression	0.591639744271	331.7454602718353
wav	control	3	LogisticRegression	0.86579982923	318.10853266716003
seg	control	3	LogisticRegression	0.933333333333	328.813086271286
seg	control	1	LogisticRegression	0.932467532468	329.25193095207214
seg	control	4	LogisticRegression	0.933333333333	329.4043004512787
seg	control	6	LogisticRegression	0.926406926407	330.692391872406
seg	control	9	LogisticRegression	0.928571428571	330.9421446323395
seg	lex_size	1	LogisticRegression	0.928571428571	346.0875914096832
seg	lex_size	7	LogisticRegression	0.923376623377	346.40006732940674
seg	lex_size	9	LogisticRegression	0.933333333333	347.0235393047333
seg	lex_size	0	LogisticRegression	0.919913419913	347.3518648147583
wav	control	4	LogisticRegression	0.86579982923	338.9313724040985
seg	lex_size	4	LogisticRegression	0.919480519481	354.0187840461731
seg	control	5	LogisticRegression	0.92683982684	360.35409212112427
seg	control	2	LogisticRegression	0.929437229437	361.72452306747437
seg	control	7	LogisticRegression	0.928571428571	363.0251350402832
seg	control	8	LogisticRegression	0.923376623377	363.9372880458832
wav	control	9	LogisticRegression	0.865999909262	356.60552883148193
concrete	lex_size	1	LassoLarsCV	0.599821895287	454.644570350647
concrete	lex_size	9	LassoLarsCV	0.57047452533	454.52400851249695
concrete	lex_size	0	LassoLarsCV	0.676569192302	467.8388617038727
concrete	lex_size	7	LassoLarsCV	0.633443743157	472.23266673088074
concrete	lex_size	4	LassoLarsCV	0.428892075973	478.0344614982605
concrete	lex_size	5	LassoLarsCV	0.559708780301	481.70655822753906
concrete	control	3	LassoLarsCV	0.665252380937	510.8622999191284
enc	control	3	LassoLarsCV	0.855407229586	501.93866872787476
concrete	control	7	LassoLarsCV	0.501707069771	511.9363009929657
enc	control	6	LassoLarsCV	0.863872197839	524.7342672348022
concrete	control	0	LassoLarsCV	0.528056090157	535.0583412647247
enc	control	2	LassoLarsCV	0.830646884918	530.4038939476013
enc	control	7	LassoLarsCV	0.808051686695	533.7108497619629
enc	control	5	LassoLarsCV	0.792731436104	537.0810558795929
enc	control	0	LassoLarsCV	0.874491286831	542.7766878604889
enc	control	8	LassoLarsCV	-3827.8844906	556.8668510913849
enc	control	9	LassoLarsCV	0.865702667535	559.0291061401367
concrete	control	4	LassoLarsCV	0.662874040663	574.6111555099487
enc	control	1	LassoLarsCV	-8940.80488306	566.2629678249359
concrete	control	9	LassoLarsCV	0.602194471531	576.4398281574249
concrete	control	1	LassoLarsCV	0.709011400261	601.4905626773834
enc	control	4	LassoLarsCV	0.817136836353	592.0112352371216
concrete	control	2	LassoLarsCV	0.459410876032	605.6476631164551
concrete	control	8	LassoLarsCV	0.69699012306	622.2465162277222
concrete	control	6	LassoLarsCV	0.684222849046	632.3837549686432
uball5d	control	2	LassoLarsCV	0.712979154997	606.9137945175171
concrete	control	5	LassoLarsCV	0.677635858023	649.804452419281
uball5d	control	0	LassoLarsCV	0.753496410089	620.3510658740997
uball5d	control	4	LassoLarsCV	0.760183783267	620.4965059757233
uball5d	lex_size	4	LassoLarsCV	0.785268910745	626.8872034549713
uball5d	control	3	LassoLarsCV	0.72479035197	624.1149530410767
uball5d	lex_size	1	LassoLarsCV	0.793410722194	633.3096883296967
uball5d	lex_size	2	LassoLarsCV	0.710341675441	634.6731383800507
uball5d	control	1	LassoLarsCV	0.73531761356	639.5505828857422
uball5d	control	5	LassoLarsCV	0.759301692632	655.642035484314
