dataset	method	trial	ml	score	time
yacht	control	6	LassoLarsCV	0.960001429171	19.68443489074707
yacht	control	12	LassoLarsCV	0.894081016299	19.662326335906982
uball5d	weight_parents	10	LassoLarsCV	0.673964237699	45.471089601516724
yacht	control	17	LassoLarsCV	-8.46818944943e+18	19.952308416366577
yacht	control	8	LassoLarsCV	0.944524210619	20.103740453720093
yacht	control	7	LassoLarsCV	0.926913404426	20.258830308914185
yacht	control	18	LassoLarsCV	0.882639016734	20.52619481086731
yacht	control	2	LassoLarsCV	0.896420226566	20.806952953338623
yacht	control	9	LassoLarsCV	0.92310242318	20.71433448791504
yacht	weight_parents	19	LassoLarsCV	0.904701116123	20.88027334213257
yacht	control	3	LassoLarsCV	0.966545684889	20.986409425735474
heart	weight_parents	10	DecisionTreeClassifier	0.807407407407	6.475803375244141
yacht	control	13	LassoLarsCV	0.944492091768	21.240967988967896
heart	weight_parents	7	DecisionTreeClassifier	0.762962962963	6.523541450500488
heart	weight_parents	19	DecisionTreeClassifier	0.803703703704	6.618886709213257
heart	weight_parents	18	DecisionTreeClassifier	0.72962962963	6.795528888702393
yacht	control	5	LassoLarsCV	0.943077386827	21.670767784118652
uball5d	weight_parents	0	LassoLarsCV	0.72970865841	46.15713977813721
heart	weight_parents	16	DecisionTreeClassifier	0.77037037037	6.3775248527526855
heart	control	9	LogisticRegression	0.833333333333	12.225340843200684
heart	weight_parents	15	DecisionTreeClassifier	0.755555555556	6.342446804046631
heart	control	18	LogisticRegression	0.833333333333	12.312603235244751
heart	control	15	LogisticRegression	0.840740740741	11.942500114440918
heart	control	17	LogisticRegression	0.818518518519	12.474062204360962
uball5d	weight_parents	5	LassoLarsCV	0.690239090048	47.70984148979187
heart	control	2	LogisticRegression	0.82962962963	12.061732053756714
heart	control	6	LogisticRegression	0.833333333333	12.658028364181519
heart	control	1	DecisionTreeClassifier	0.796296296296	6.668596982955933
heart	control	0	DecisionTreeClassifier	0.774074074074	6.711121559143066
heart	control	11	LogisticRegression	0.822222222222	12.170697212219238
heart	control	5	LogisticRegression	0.807407407407	12.14435625076294
heart	weight_parents	5	DecisionTreeClassifier	0.792592592593	6.783308506011963
heart	weight_parents	6	DecisionTreeClassifier	0.777777777778	6.825898885726929
uball5d	weight_parents	12	LassoLarsCV	0.746521804929	47.041855573654175
heart	weight_parents	4	DecisionTreeClassifier	0.796296296296	6.9194018840789795
heart	weight_parents	9	DecisionTreeClassifier	0.803703703704	6.981877088546753
heart	weight_parents	2	DecisionTreeClassifier	0.744444444444	6.976989507675171
heart	control	8	LogisticRegression	0.825925925926	12.450898885726929
heart	weight_parents	17	DecisionTreeClassifier	0.77037037037	7.007490873336792
heart	weight_parents	11	DecisionTreeClassifier	0.8	7.0364830493927
heart	weight_parents	8	DecisionTreeClassifier	0.774074074074	7.044539928436279
heart	weight_parents	12	DecisionTreeClassifier	0.825925925926	7.169273376464844
heart	weight_parents	3	DecisionTreeClassifier	0.781481481481	7.106802940368652
heart	control	14	LogisticRegression	0.822222222222	12.68748664855957
heart	weight_parents	13	DecisionTreeClassifier	0.792592592593	7.279809474945068
heart	weight_parents	14	DecisionTreeClassifier	0.777777777778	7.3361101150512695
heart	weight_parents	1	DecisionTreeClassifier	0.766666666667	7.44053840637207
heart	control	0	LogisticRegression	0.833333333333	12.859683513641357
heart	control	19	LogisticRegression	0.825925925926	12.88334584236145
heart	control	16	LogisticRegression	0.814814814815	13.125812292098999
heart	control	4	LogisticRegression	0.822222222222	13.1160728931427
heart	control	3	LogisticRegression	0.785185185185	13.23196029663086
heart	control	13	LogisticRegression	0.82962962963	13.214201927185059
heart	control	12	LogisticRegression	0.822222222222	13.310492277145386
heart	control	1	LogisticRegression	0.844444444444	13.371909379959106
heart	control	10	LogisticRegression	0.837037037037	13.405332565307617
heart	control	7	LogisticRegression	0.82962962963	13.445558786392212
uball5d	weight_parents	7	LassoLarsCV	0.633350015834	48.41581439971924
uball5d	weight_parents	6	LassoLarsCV	0.725144321136	48.7632954120636
uball5d	weight_parents	11	LassoLarsCV	0.543417689211	50.066707372665405
uball5d	weight_parents	8	LassoLarsCV	0.741012756257	49.265247106552124
yacht	control	19	LassoLarsCV	0.965292653288	19.41197109222412
uball5d	weight_parents	1	LassoLarsCV	0.608787862305	49.67663764953613
uball5d	control	0	LassoLarsCV	0.63041500232	45.95733571052551
uball5d	weight_parents	9	LassoLarsCV	0.701161883359	49.92845702171326
heart	control	14	DecisionTreeClassifier	0.733333333333	6.348197937011719
uball5d	control	4	LassoLarsCV	0.692360150297	45.918988943099976
heart	control	12	DecisionTreeClassifier	0.8	6.962861776351929
4141540527
heart	control	16	DecisionTreeClassifier	0.803703703704	6.2512359619140625
heart	control	17	DecisionTreeClassifier	0.811111111111	6.387784004211426
heart	control	10	DecisionTreeClassifier	0.785185185185	6.631249189376831
uball5d	weight_parents	13	LassoLarsCV	0.766813118649	50.86348104476929
heart	control	8	DecisionTreeClassifier	0.77037037037	6.511648654937744
heart	control	9	DecisionTreeClassifier	0.774074074074	6.633713006973267
uball5d	weight_parents	2	LassoLarsCV	0.73047499939	51.022863149642944
